pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FC,2025/9/23,93,-2.65,5.55,"Ohtani, Shohei",545121,660271,,called_strike,,,,,1,"Ildemaro Vargas grounds out, second baseman Tommy Edman to first baseman Freddie Freeman.",R,L,R,AZ,LAD,S,,,0,0,2025,0.15,0.66,-0.6,2.77,,,,2,2,Bot,,,,,,,4.999566248877581,-135.5059354,-2.955918749,0.9766411816561132,24.437962685030953,-23.53211561,3.26,1.53,,,,94.6,2411,6.8,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.75,,,,,,,,14,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,190,0,-0.044,,,,0.044,,-1,-1,0.394,0.394,30,33,31,34,1,0,7,2,,,1.93,-0.15,0.15,30.2,,,,,
ST,2025/9/23,87.8,-2.65,5.43,"Ohtani, Shohei",677942,660271,strikeout,swinging_strike,,,,,14,Blaze Alexander strikes out swinging.,R,R,R,AZ,LAD,S,2,,3,2,2025,1.31,0.44,1.37,1.74,,,,1,2,Bot,,,,,,,7.088410710444034,-127.6972279,-3.749213277,12.910125670131118,25.60822843747969,-26.82435442,3.3,1.61,,,,88.7,2649,6.8,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.71,,0,0,1,0,0,,13,7,Sweeper,0,1,0,1,1,0,0,1,Standard,Standard,58,-0.018,-0.333,70.4,8.3,,0.333,,-1,-1,0.412,0.412,30,26,31,26,1,0,7,2,,,2.52,-1.31,-1.31,30.5,15.465266051464305,-12.53799524,29.61212885890481,52.959795190599955,35.63956793768202
FF,2025/9/23,99,-2.5,5.61,"Ohtani, Shohei",677942,660271,,foul,,,,,1,Blaze Alexander strikes out swinging.,R,R,R,AZ,LAD,S,,,3,2,2025,-0.42,1.37,-0.45,2.78,,,,1,2,Bot,,,,,,,6.635153177754799,-144.0685954,-5.595584184,-7.297102998,30.11177240690875,-11.92357401,3.3,1.61,116,75.4,27,100.4,2581,6.9,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.65,,,,,,,,13,6,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,212,0,0,70.3,6.2,,0,88,-1,-1,0.412,0.412,30,26,31,26,1,0,7,2,,,0.94,0.42,0.42,35.1,-3.690671703,13.079043004268085,35.98301166288716,32.17121373930274,17.04748380415996
SL,2025/9/23,86.9,-2.42,6.04,"Ohtani, Shohei",677942,660271,,ball,,,,,11,Blaze Alexander strikes out swinging.,R,R,R,AZ,LAD,B,,,2,2,2025,0.35,0.08,-1.31,2.84,,,,1,2,Bot,,,,,,,1.9593640130287844,-126.7225176,-1.716318235,3.4183255856795096,24.171714526161065,-31.19313766,3.3,1.67,,,,87.9,2641,6.6,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.87,,,,,,,,13,5,Slider,0,1,0,1,1,0,0,1,Standard,Standard,71,0,0.104,,,,-0.104,,-1,-1,0.412,0.412,30,26,31,26,1,0,7,2,,,2.91,-0.35,-0.35,40.6,,,,,
FF,2025/9/23,99.5,-2.59,5.64,"Ohtani, Shohei",677942,660271,,ball,,,,,12,Blaze Alexander strikes out swinging.,R,R,R,AZ,LAD,B,,,1,2,2025,-0.51,1.3,0.65,3.52,,,,1,2,Bot,,,,,,,10.168023449252878,-144.59117,-3.487549568,-9.44958826,31.03670985170405,-13.28907158,3.3,1.56,,,,100.5,2610,6.7,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.78,,,,,,,,13,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,212,0,0.048,,,,-0.048,,-1,-1,0.412,0.412,30,26,31,26,1,0,7,2,,,1,0.51,0.51,32.1,,,,,
SL,2025/9/23,90.2,2.49,5.1,"Scott, Tanner",672695,656945,single,hit_into_play,,,,,5,Geraldo Perdomo singles on a line drive to left fielder Alex Call. Tim Tawa scores.,R,R,L,AZ,LAD,X,7,line_drive,3,2,2025,-0.22,0.11,0.09,2.53,,694374,,2,9,Bot,87.52,122.31,,,,,-5.50604599,-131.4213732,-0.740175252,-1.473824041,25.40684836636023,-30.93136028,3.55,1.7,215,98.8,12,90.4,2686,6.2,776213,666163,518692,669242,571970,605141,669743,681624,606192,54.33,0.937,0.883,0.9,1,1,0,4,71,6,Slider,4,4,4,4,4,5,5,4,Standard,Standard,254,0.392,0.681,71.4,7.4,1.091,-0.681,98.8,0,0,0.608,0.608,30,25,31,26,1,4,4,2,,,2.66,-0.22,0.22,33.8,7.4207682581541645,-5.938486861,32.129166743035775,35.496832608779656,31.648934809808015
SL,2025/9/23,89.5,2.43,5.07,"Scott, Tanner",672695,656945,,swinging_strike,,,,,7,Geraldo Perdomo singles on a line drive to left fielder Alex Call. Tim Tawa scores.,R,R,L,AZ,LAD,S,,,3,1,2025,-0.27,0.16,-0.65,2.21,,694374,,2,9,Bot,,,,,,,-7.028371348,-130.3351477,-1.470978999,-1.77833815,24.066721221164947,-30.22557513,3.55,1.7,,,,89.9,2651,6.2,776213,666163,518692,669242,571970,605141,669743,681624,606192,54.3,,,,,,,,71,5,Slider,4,4,4,4,4,4,4,4,Standard,Standard,238,0,-0.064,,,,0.064,,0,0,0.608,0.608,30,25,31,26,1,4,4,2,,,2.65,-0.27,0.27,33.6,,,,,
ST,2025/9/23,85.5,-2.63,5.61,"Ohtani, Shohei",677942,660271,,swinging_strike,,,,,14,Blaze Alexander strikes out swinging.,R,R,R,AZ,LAD,S,,,1,1,2025,1.28,0.26,0.3,1.46,,,,1,2,Bot,,,,,,,4.355552071950104,-124.4347725,-4.024023845,12.345140668208963,25.784237400266523,-28.89101393,3.3,1.61,,,,86,2658,6.7,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.84,,,,,,,,13,3,Sweeper,0,1,0,1,1,0,0,1,Standard,Standard,63,0,-0.064,72.6,8.6,,0.064,,-1,-1,0.412,0.412,30,26,31,26,1,0,7,2,,,2.87,-1.28,-1.28,29.4,25.83223981934678,-24.42389373,42.91469200677744,40.19773428562347,43.72576387388402
SL,2025/9/23,90.6,2.62,5.03,"Scott, Tanner",672695,656945,,ball,,,,,13,Geraldo Perdomo singles on a line drive to left fielder Alex Call. Tim Tawa scores.,R,R,L,AZ,LAD,B,,,2,1,2025,-0.29,0.3,-0.73,1.22,,694374,,2,9,Bot,,,,,,,-7.740840734,-131.8038589,-4.2917086,-1.928308987,24.705821255121354,-28.01280915,3.55,1.64,,,,91,2643,6.3,776213,666163,518692,669242,571970,605141,669743,681624,606192,54.22,,,,,,,,71,4,Slider,4,4,4,4,4,4,4,4,Standard,Standard,213,0,0.055,,,,-0.055,,0,0,0.608,0.608,30,25,31,26,1,4,4,2,,,2.45,-0.29,0.29,32.5,,,,,
FF,2025/9/23,98.2,-2.57,5.59,"Ohtani, Shohei",677942,660271,,foul_tip,,,,,11,Blaze Alexander strikes out swinging.,R,R,R,AZ,LAD,S,,,1,0,2025,-0.52,1.4,-0.95,2.99,,,,1,2,Bot,,,,,,,5.641377246250485,-142.9788256,-4.882612083,-8.397166118,31.475701594516206,-11.9699912,3.3,1.61,,,,99.2,2513,6.7,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.78,,,,,,,,13,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,212,0,-0.05,65.2,5.7,,0.05,,-1,-1,0.412,0.412,30,26,31,26,1,0,7,2,,,0.95,0.52,0.52,33.7,-5.636901899,15.453007721871277,42.136599192037245,26.938861327667084,14.823002627062367
FF,2025/9/23,98.3,-2.51,5.62,"Ohtani, Shohei",677942,660271,,ball,,,,,11,Blaze Alexander strikes out swinging.,R,R,R,AZ,LAD,B,,,0,0,2025,-0.51,1.37,-0.04,3.46,,,,1,2,Bot,,,,,,,7.931524398209322,-142.9713588,-3.649388233,-8.674925279,30.43050678792955,-12.60426839,3.3,1.57,,,,99.5,2579,6.8,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.7,,,,,,,,13,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,212,0,0.04,,,,-0.04,,-1,-1,0.412,0.412,30,26,31,26,1,0,7,2,,,0.97,0.51,0.51,31.6,,,,,
SL,2025/9/23,89.9,2.63,5.11,"Scott, Tanner",672695,656945,,called_strike,,,,,7,Geraldo Perdomo singles on a line drive to left fielder Alex Call. Tim Tawa scores.,R,R,L,AZ,LAD,S,,,2,0,2025,-0.28,0.31,-0.42,1.87,,694374,,2,9,Bot,,,,,,,-6.978251221,-130.9056729,-2.774446208,-1.919007582,24.818256887266735,-28.23239131,3.46,1.61,,,,90.2,2673,6.2,776213,666163,518692,669242,571970,605141,669743,681624,606192,54.29,,,,,,,,71,3,Slider,4,4,4,4,4,4,4,4,Standard,Standard,228,0,-0.05,,,,0.05,,0,0,0.608,0.608,30,25,31,26,1,4,4,2,,,2.48,-0.28,0.28,33.9,,,,,
FF,2025/9/23,97.5,2.32,5.21,"Scott, Tanner",672695,656945,,ball,,,,,13,Geraldo Perdomo singles on a line drive to left fielder Alex Call. Tim Tawa scores.,R,R,L,AZ,LAD,B,,,1,0,2025,0.75,1.14,-0.79,1.19,,694374,,2,9,Bot,,,,,,,-10.08535418,-141.5044951,-7.887168224,12.439791904126064,32.27898383129813,-15.12956671,3.55,1.68,,,,97.2,2645,6.3,776213,666163,518692,669242,571970,605141,669743,681624,606192,54.22,,,,,,,,71,2,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,144,0,0.028,,,,-0.028,,0,0,0.608,0.608,30,25,31,26,1,4,4,2,,,1.27,0.75,-0.75,34,,,,,
FF,2025/9/23,92.8,0.28,5.91,"Vesia, Alex",677942,681911,strikeout,swinging_strike,,,,,2,Blaze Alexander strikes out swinging.,R,R,L,AZ,LAD,S,2,,3,2,2025,0.37,1.77,0.17,3.34,682998,,,2,8,Bot,,,,,,,-1.087627886,-135.1260528,-4.688138337,4.727129853529596,30.291656910045646,-9.65710716,3.3,1.61,,,,92.9,2436,6.4,776213,666163,518692,669242,571970,605141,624424,681624,606192,54.11,,0,0,1,0,0,,63,6,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,161,-0.112,-0.256,73.3,7.4,,0.256,,-1,-1,0.27,0.27,29,26,29,26,1,3,2,2,,,0.88,0.37,-0.37,63.3,15.196599040059484,-2.21944593,25.016023478270178,39.63015274781403,25.469576213602107
FF,2025/9/23,98.4,-2.58,5.59,"Ohtani, Shohei",672515,660271,strikeout,swinging_strike,,,,,2,Gabriel Moreno strikes out swinging.,R,R,R,AZ,LAD,S,2,,3,2,2025,-0.53,1.3,-0.27,2.82,,,,0,2,Bot,,,,,,,7.522152291,-143.1671248,-5.12918884,-8.917889056,30.90024793562455,-13.31861176,3.32,1.52,,,,99.3,2593,6.7,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.84,,0,0,1,0,0,,12,6,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,220,-0.025,-0.347,73.9,6.3,,0.347,,-1,-1,0.437,0.437,30,25,31,25,1,0,7,2,,,1.05,0.53,0.53,33.2,-3.702422152,19.80823432102607,34.41499968434162,31.54362833714272,23.684376627352794
FF,2025/9/23,97.1,-2.67,5.54,"Ohtani, Shohei",672515,660271,,swinging_strike,,,,,6,Gabriel Moreno strikes out swinging.,R,R,R,AZ,LAD,S,,,3,1,2025,-0.37,1.19,0.33,2.51,,,,0,2,Bot,,,,,,,8.949627568403855,-141.1534128,-5.344953152,-6.944666531,30.309828537219577,-15.19140073,3.32,1.52,,,,98.1,2518,6.8,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.73,,,,,,,,12,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,210,0,-0.095,75.2,6.7,,0.095,,-1,-1,0.437,0.437,30,25,31,25,1,0,7,2,,,1.22,0.37,0.37,31.5,-1.848073453,19.574489197984878,34.648071584777995,39.000611000666595,24.75354991
SL,2025/9/23,85.8,0.27,6.13,"Vesia, Alex",677942,681911,,ball,,,,,12,Blaze Alexander strikes out swinging.,R,R,L,AZ,LAD,B,,,2,2,2025,-0.36,0.43,0.9,3.63,682998,,,2,8,Bot,,,,,,,2.2230991754310354,-124.9736158,-0.588496883,-4.220357603,23.395859473061055,-27.68259484,3.3,1.6,,,,86,2356,6.2,776213,666163,518692,669242,571970,605141,624424,681624,606192,54.31,,,,,,,,63,5,Slider,3,4,3,4,4,3,3,4,Standard,Standard,206,0,0.061,,,,-0.061,,-1,-1,0.27,0.27,29,26,29,26,1,3,2,2,,,2.64,-0.36,0.36,65.5,,,,,
SL,2025/9/23,90.9,2.49,5.02,"Scott, Tanner",672695,656945,,ball,,,,,13,Geraldo Perdomo singles on a line drive to left fielder Alex Call. Tim Tawa scores.,R,R,L,AZ,LAD,B,,,0,0,2025,-0.6,0.32,-0.85,1.32,,694374,,2,9,Bot,,,,,,,-7.082047757,-132.3652472,-4.12365881,-5.790850068,24.699764379126044,-27.74504612,3.47,1.56,,,,91.3,2791,6.2,776213,666163,518692,669242,571970,605141,669743,681624,606192,54.26,,,,,,,,71,1,Slider,4,4,4,4,4,4,4,4,Standard,Standard,209,0,0.021,,,,-0.021,,0,0,0.608,0.608,30,25,31,26,1,4,4,2,,,2.4,-0.6,0.6,33.4,,,,,
FF,2025/9/23,94.8,-2.43,5.66,"Ohtani, Shohei",672515,660271,,called_strike,,,,,6,Gabriel Moreno strikes out swinging.,R,R,R,AZ,LAD,S,,,3,0,2025,-0.51,1.14,0.44,2,,,,0,2,Bot,,,,,,,8.707133552000942,-137.743354,-6.500360818,-8.340118492,29.342891749767038,-16.31692882,3.26,1.42,,,,95.7,2389,6.8,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.69,,,,,,,,12,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,218,0,-0.09,,,,0.09,,-1,-1,0.437,0.437,30,25,31,25,1,0,7,2,,,1.39,0.51,0.51,33.6,,,,,
FF,2025/9/23,91.9,0.44,5.95,"Vesia, Alex",677942,681911,,foul,,,,,8,Blaze Alexander strikes out swinging.,R,R,L,AZ,LAD,S,,,2,1,2025,0.37,1.74,0.19,2,682998,,,2,8,Bot,,,,,,,-1.442419173,-133.5804253,-7.913237638,4.7909964098755085,30.981885444818392,-9.80477764,3.3,1.61,46,89.8,1,91.8,2567,6.5,776213,666163,518692,669242,571970,605141,624424,681624,606192,54.05,,,,,,,,63,4,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,165,0,-0.081,73.8,8.3,,0.081,89.8,-1,-1,0.27,0.27,29,26,29,26,1,3,2,2,,,0.98,0.37,-0.37,62.5,20.852522274955643,-14.41030317,34.74370496413274,40.04435636729781,38.95242746
FF,2025/9/23,97.8,2.26,5.24,"Scott, Tanner",678489,656945,sac_fly,hit_into_play,,,,,7,Jorge Barrosa out on a sacrifice fly to left fielder Alex Call. Ildemaro Vargas scores.,R,R,L,AZ,LAD,X,7,fly_ball,0,2,2025,0.5,1.33,-0.36,1.42,545121,694374,,1,9,Bot,68.36,77.48,,,,,-8.212390916,-142.0235532,-7.870494834,8.529932302595617,31.12056218720367,-12.5511958,3.25,1.43,344,92.7,37,98,2641,6.4,776213,666163,518692,669242,571970,605141,669743,681624,606192,54.08,0.049,0.083,0,1,0,0,3,70,3,4-Seam Fastball,3,4,3,4,4,4,4,4,Strategic,Standard,143,0.071,-0.062,65.7,8.1,0.15,0.062,92.7,-1,-1,0.537,0.537,30,24,31,24,1,0,4,2,,,1.06,0.5,-0.5,44.8,19.862780123172787,-12.58811649,37.35374339746946,32.21801046926271,31.64592357046228
FF,2025/9/23,93,0.36,6.04,"Vesia, Alex",677942,681911,,ball,,,,,12,Blaze Alexander strikes out swinging.,R,R,L,AZ,LAD,B,,,1,1,2025,0.43,1.76,1.04,4.45,,682998,672515,1,8,Bot,,,,,,,0.8201785199399296,-135.4505222,-2.128546508,5.046716901400462,32.42514209269537,-10.41270556,3.3,1.55,,,,92.7,2501,6.3,776213,666163,518692,669242,571970,605141,624424,681624,606192,54.2,,,,,,,,63,3,4-Seam Fastball,3,4,3,4,4,3,3,4,Infield shade,Standard,166,-0.126,0.045,,,,-0.045,,-1,-1,0.396,0.396,29,26,29,26,1,3,2,2,,,0.89,0.43,-0.43,60.9,,,,,
SL,2025/9/23,89.9,2.6,5.11,"Scott, Tanner",678489,656945,,foul_bunt,,,,,8,Jorge Barrosa out on a sacrifice fly to left fielder Alex Call. Ildemaro Vargas scores.,R,R,L,AZ,LAD,S,,,0,1,2025,-0.6,0.17,0.14,1.86,545121,694374,,1,9,Bot,,,,,,,-4.841125831,-130.9714692,-2.527707973,-6.049654153,24.298554719974483,-29.92749621,3.25,1.43,1,,,90.3,2744,6.2,776213,666163,518692,669242,571970,605141,669743,681624,606192,54.28,,,,,,,,70,2,Slider,3,4,3,4,4,3,3,4,Strategic,Standard,255,0,-0.083,20.5,2.1,,0.083,88,-1,-1,0.537,0.537,30,24,31,24,1,0,4,2,,,2.62,-0.6,0.6,32.5,-41.52731236,-154.8409012,57.571992032608165,38.63824343,35.93778988967556
SL,2025/9/23,87.8,1.19,5.96,"Dreyer, Jack",543510,676263,double,hit_into_play,,,,,5,James McCann doubles (6) on a sharp fly ball to center fielder Andy Pages. Ildemaro Vargas scores.,R,R,L,AZ,LAD,X,8,fly_ball,1,1,2025,-0.06,0.04,-0.18,2.69,,,545121,2,7,Bot,139.96,31.42,,,,,-3.192164938,-127.7925144,-1.859614733,0.011083485544256616,28.099943718926358,-31.5552259,3.49,1.57,414,105.2,24,88.1,2279,6.6,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.91,0.9,1.637,1.25,1,1,1,6,54,3,Slider,0,4,0,4,4,1,1,4,Standard,Standard,303,0.051,0.933,74.9,6.8,3.09,-0.933,105.2,-4,-4,0.045,0.045,26,35,26,35,1,2,3,3,,,2.93,-0.06,0.06,52.9,4.989348580268678,2.1895632219244567,32.78506552976945,35.678991568537214,36.077557164691456
FF,2025/9/23,96.5,-2.46,5.63,"Ohtani, Shohei",672515,660271,,ball,,,,,12,Gabriel Moreno strikes out swinging.,R,R,R,AZ,LAD,B,,,2,0,2025,-0.41,1.3,0.88,3.22,,,,0,2,Bot,,,,,,,9.894925247406146,-140.3636578,-3.887363607,-7.505369334,28.330625001630626,-14.16016269,3.32,1.55,,,,97.6,2532,6.7,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.83,,,,,,,,12,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,209,0,0.152,,,,-0.152,,-1,-1,0.437,0.437,30,25,31,25,1,0,7,2,,,1.12,0.41,0.41,32.3,,,,,
FF,2025/9/23,97.2,-2.6,5.58,"Ohtani, Shohei",672515,660271,,ball,,,,,1,Gabriel Moreno strikes out swinging.,R,R,R,AZ,LAD,B,,,1,0,2025,-0.57,1.03,-0.74,3.22,,,,0,2,Bot,,,,,,,6.349070109041619,-141.5405753,-3.218070627,-9.083120307,30.955443117027816,-17.79279207,3.17,1.42,,,,98.1,2513,6.7,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.83,,,,,,,,12,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard,219,0,0.077,,,,-0.077,,-1,-1,0.437,0.437,30,25,31,25,1,0,7,2,,,1.37,0.57,0.57,30.4,,,,,
SL,2025/9/23,85.6,0.23,6.2,"Vesia, Alex",677942,681911,,called_strike,,,,,5,Blaze Alexander strikes out swinging.,R,R,L,AZ,LAD,S,,,1,0,2025,-0.35,0.15,0.27,2.46,,682998,672515,1,8,Bot,,,,,,,0.8103021411468444,-124.706032,-2.865792795,-3.797408966,25.66099095645779,-30.19990265,3.26,1.57,,,,85.8,2444,6.4,776213,666163,518692,669242,571970,605141,624424,681624,606192,54.11,,,,,,,,63,2,Slider,3,4,3,4,4,3,3,4,Standard,Standard,211,0,-0.047,,,,0.047,,-1,-1,0.396,0.396,29,26,29,26,1,3,2,2,,,2.96,-0.35,0.35,67,,,,,
FF,2025/9/23,95.1,1.08,5.88,"Dreyer, Jack",543510,676263,,ball,,,,,12,James McCann doubles (6) on a sharp fly ball to center fielder Andy Pages. Ildemaro Vargas scores.,R,R,L,AZ,LAD,B,,,0,1,2025,1,1.44,1.13,4.13,,,545121,2,7,Bot,,,,,,,-2.130413604,-138.4745658,-2.193610898,13.271531513610638,31.708207290885035,-13.35061836,3.49,1.52,,,,95.6,2471,6.6,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.91,,,,,,,,54,2,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,156,0,0.026,,,,-0.026,,-4,-4,0.045,0.045,26,35,26,35,1,2,3,3,,,1.08,1,-1,54.9,,,,,
SL,2025/9/23,90.2,2.47,5.22,"Scott, Tanner",678489,656945,,called_strike,,,,,2,Jorge Barrosa out on a sacrifice fly to left fielder Alex Call. Ildemaro Vargas scores.,R,R,L,AZ,LAD,S,,,0,0,2025,-0.22,0.14,-0.17,2.76,545121,694374,,1,9,Bot,,,,,,,-6.083449239,-131.4013612,-0.522210241,-1.380628286,25.362455018434428,-30.61786211,3.08,1.38,,,,90.2,2653,6.1,776213,666163,518692,669242,571970,605141,669743,681624,606192,54.44,,,,,,,,70,1,Slider,3,4,3,4,4,3,3,4,Strategic,Standard,257,0,-0.05,,,,0.05,,-1,-1,0.537,0.537,30,24,31,24,1,0,4,2,,,2.63,-0.22,0.22,34.7,,,,,
SL,2025/9/23,84.6,0.18,6.2,"Vesia, Alex",677942,681911,,ball,,,,,13,Blaze Alexander strikes out swinging.,R,R,L,AZ,LAD,B,,,0,0,2025,-0.7,0.22,-0.89,2.18,,682998,672515,1,8,Bot,,,,,,,-1.107458086,-123.2508573,-3.516378729,-6.913830031,23.693865768731456,-29.42989323,3.3,1.57,,,,84.9,2411,6.4,776213,666163,518692,669242,571970,605141,624424,681624,606192,54.14,,,,,,,,63,1,Slider,3,4,3,4,4,3,3,4,Standard,Standard,217,0,0.03,,,,-0.03,,-1,-1,0.396,0.396,29,26,29,26,1,3,2,2,,,2.95,-0.7,0.7,68.2,,,,,
FF,2025/9/23,94.1,0.76,5.93,"Dreyer, Jack",543510,676263,,called_strike,,,,,6,James McCann doubles (6) on a sharp fly ball to center fielder Andy Pages. Ildemaro Vargas scores.,R,R,L,AZ,LAD,S,,,0,0,2025,0.74,1.68,0.75,2.17,,,545121,2,7,Bot,,,,,,,-1.686147357,-136.8128827,-7.798729433,9.688450653682999,30.74539026838505,-9.589819042,3.39,1.6,,,,94.7,2407,6.7,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.79,,,,,,,,54,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,160,0,-0.042,,,,0.042,,-4,-4,0.045,0.045,26,35,26,35,1,2,3,3,,,0.9,0.74,-0.74,59.4,,,,,
ST,2025/9/23,82.1,-2.45,5.69,"Ohtani, Shohei",672515,660271,,ball,,,,,14,Gabriel Moreno strikes out swinging.,R,R,R,AZ,LAD,B,,,0,0,2025,1.05,0.19,1.38,1.15,,,,0,2,Bot,,,,,,,6.673260431,-119.463679,-4.101628689,8.753144547893912,22.751920487227384,-29.81092904,3.06,1.36,,,,82.7,2631,6.6,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.87,,,,,,,,12,1,Sweeper,0,1,0,1,1,0,0,1,Strategic,Standard,72,0,0.042,,,,-0.042,,-1,-1,0.437,0.437,30,25,31,25,1,0,7,2,,,3.19,-1.05,-1.05,31.9,,,,,
SL,2025/9/23,92.2,2.52,5.07,"Scott, Tanner",543510,656945,sac_bunt,hit_into_play,,,,,13,"James McCann out on a sacrifice bunt, third baseman Max Muncy to second baseman Tommy Edman. Ildemaro Vargas to 3rd. Tim Tawa to 2nd.",R,R,L,AZ,LAD,X,5,ground_ball,0,2,2025,-0.39,0.37,-1.73,1.35,,545121,694374,0,9,Bot,113.88,184.34,,,,,-9.925995652,-134.01009,-4.426368174,-2.64222935,28.561586539093465,-26.89429486,3.49,1.57,1,45.4,-53,92.2,2629,6.3,776213,666163,518692,669242,571970,605141,669743,681624,606192,54.21,0.243,,0.2,0,0,0,1,69,3,Slider,3,4,3,4,4,3,3,4,Strategic,Standard,220,0.037,0.105,,,0.244,-0.105,88,-1,-1,0.5,0.5,30,35,31,35,1,3,4,3,,,2.31,-0.39,0.39,34.8,,,,,
SL,2025/9/23,90.1,2.55,5.16,"Scott, Tanner",543510,656945,,foul_bunt,,,,,4,"James McCann out on a sacrifice bunt, third baseman Max Muncy to second baseman Tommy Edman. Ildemaro Vargas to 3rd. Tim Tawa to 2nd.",R,R,L,AZ,LAD,S,,,0,1,2025,-0.37,0.35,-0.68,2.79,,545121,694374,0,9,Bot,,,,,,,-7.224859233,-131.1846687,-0.758343543,-2.908573597,24.963729151436098,-28.10846397,3.49,1.57,89,,,90.4,2677,6.2,776213,666163,518692,669242,571970,605141,669743,681624,606192,54.3,,,,,,,,69,2,Slider,3,4,3,4,4,3,3,4,Strategic,Standard,226,0,-0.054,8.2,1,,0.054,88,-1,-1,0.5,0.5,30,35,31,35,1,3,4,3,,,2.43,-0.37,0.37,34.2,-71.80797274,-22.98441669,62.49770488,31.835421890661674,28.328261921574764
FF,2025/9/23,93,0.27,6.02,"Vesia, Alex",672515,681911,walk,ball,,,,,12,Gabriel Moreno walks. Corbin Carroll to 2nd.,R,R,L,AZ,LAD,B,,,3,1,2025,0.35,1.8,0.4,4.01,,,682998,1,8,Bot,,,,,,,-0.433492201,-135.3871514,-3.299466437,4.415162183154425,30.82940293,-9.58243986,3.32,1.5,,,,93,2499,6.4,776213,666163,518692,669242,571970,605141,624424,681624,606192,54.14,,0.692527,0.7,1,0,0,,62,5,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,167,0.091,0.182,,,,-0.182,,-1,-1,0.305,0.305,29,25,29,25,1,3,2,2,,,0.84,0.35,-0.35,65.1,,,,,
